barcode,status,matriz_name,matriz_list_price,matriz_standard_price,branch_id,branch_name,branch_list_price_before,branch_standard_price_before,branch_list_price_after,branch_standard_price_after,error
20000146,NOT_IN_BRANCH,PEINE ,0.6521,0.25,,,,,,,
2000147,NOT_IN_BRANCH,PEINILLA MUNDO KAPILAR,0.8695,0.5,,,,,,,
6924372624524,NOT_IN_BRANCH,PALETA FEBBLE ,4.34782609,3.4,,,,,,,
8850520754301,NOT_IN_BRANCH,ACRILICO ADDICT,4.130435,3.75,,,,,,,
8819842589831,NOT_IN_BRANCH,ACRILICO ADDICT,4.130435,3.75,,,,,,,
8672488267323,NOT_IN_BRANCH,CAT EYE ADDICT,4.130435,3.17,,,,,,,
6952456789180,NOT_IN_BRANCH,PINCEL ADDICT,5.652174,4.3,,,,,,,
240102,NOT_IN_BRANCH,MASCARILLA HONEY,5.652174,3.5,,,,,,,
0005000901,NOT_IN_BRANCH,LIMA GLAM  NAILS REDONDA,0.4347,0.25,,,,,,,
7861168824128,NOT_IN_BRANCH,UÑAS PARA POLIGEL,3.0434782,2.1,,,,,,,
MARLA2312'18,NOT_IN_BRANCH,LAMPARA INALAMBRICA DE CONCHA ,3.0434,2.1,,,,,,,
MARLA2312-19,NOT_IN_BRANCH,DRILL SG702 35000 RPM,30.434,22.35,,,,,,,
MARLA2403'74,NOT_IN_BRANCH,BEAUTIFULKISS WAPES ROSA/BLANCO,1.0869,0.75,,,,,,,
7861168874376,NOT_IN_BRANCH,ACRILICO MASTER NAILS BLOSSOM 04 OZ,17.347826,13.0,,,,,,,
TONY&GUY,NOT_IN_BRANCH,BANDA  PARA DEPILAR TONI & GUY ,0.87,0.6,,,,,,,
6984160209142,NOT_IN_BRANCH,LIMA DE METAL LIANGYU UNIDAD,0.86956,0.5,,,,,,,
7861168702513,NOT_IN_BRANCH,RIZADOR GLAM BEAUTY,1.73913,1.2,,,,,,,
zz'0023f012,NOT_IN_BRANCH,VINCHA  COLORES,0.86956521,0.57,,,,,,,
zz'0035f012,NOT_IN_BRANCH,VINCHA  DE COLORES ,0.86956522,0.48,,,,,,,
ZPV 3172,NOT_IN_BRANCH,VINCHA MATE PLASTICA,2.39130434,1.75,,,,,,,
ZPV 3200,NOT_IN_BRANCH,VINCHA DE PLATICO,1.74,1.2,,,,,,,
ZPV 3171,NOT_IN_BRANCH,VICHA DE METAL FASHION,2.608,2.0,,,,,,,
5528,NOT_IN_BRANCH,PAINTING GEL ADDICT WHITE,2.608696,1.76,,,,,,,
7861073101338,NOT_IN_BRANCH, ALGODON CARICIA 25GR,0.26086957,0.1913,,,,,,,
8022297072043,NOT_IN_BRANCH, Acondicionador - Alfaparf Semi Di Lino Cellula Madre 150ml,22.60869565,23.8,,,,,,,
PF021497/V01,NOT_IN_BRANCH, Ampolla - Yellow Star 13ml,3.47826087,2.0,,,,,,,
CARRITOPLASTICO,NOT_IN_BRANCH, CARRITO DE PLASTICO ,41.3043,31.45,,,,,,,
COQ462370,NOT_IN_BRANCH, COQUETAS TOP,4.34782609,3.0,,,,,,,
7861168701050,NOT_IN_BRANCH, CORAZON EN 3D ROSE,1.30434783,0.51291667,,,,,,,
7861168840241,NOT_IN_BRANCH, CREMA HIDRATANTE FACIAL CON EXTRACTO DE ROSAS  40ML ,8.69565217,7.6,,,,,,,
7861168834356,NOT_IN_BRANCH, DECORACION DORADO DE MAR ,1.73913044,1.5,,,,,,,
7702186023172,NOT_IN_BRANCH, DELINEADOR LIQUIDO PLUMON ULTRA FINO,3.9130434,3.0,,,,,,,
7861168829666,NOT_IN_BRANCH, DONAS PEQUEÑA NEGRA,0.86956522,0.3,,,,,,,
6924372652916,NOT_IN_BRANCH, EXFOLIANTE CORPORAL COCONUT  380G,2.6086,1.0,,,,,,,
786116883822,NOT_IN_BRANCH, LAB KIT SKINCARE NATURAL ACLARANTE ROSAS PIEL MIXTA ,20.0,16.87,,,,,,,
7861168863844,NOT_IN_BRANCH, LAB KIT SKINCARE NATURAL CARBON ACTIVADO  PIEL GRASA ,21.73913043,16.5125,,,,,,,
6924372614587,NOT_IN_BRANCH, LIP GLOSS MATE USHAS,0.8695,0.6,,,,,,,
7703799330022,NOT_IN_BRANCH, MAQUILLAJE CREMOSO ALTO CUBRIMIENTO  ,2.60869565,1.9,,,,,,,
6903072380787,NOT_IN_BRANCH, MASCARA HIDRATANTE DE OJOS ALOE VERA  60PCS,1.30434783,0.75,,,,,,,
7702113031133,NOT_IN_BRANCH, MEN FIRMING POMADE 200G,6.95652174,5.2,,,,,,,
2224165248000,NOT_IN_BRANCH, PIENE DE CARBON TONI & GUY,1.73913043,1.0,,,,,,,
6926084206500,NOT_IN_BRANCH, PINCEL SET 5 TRUE  ,3.91304347,2.25,,,,,,,
6820020220028,NOT_IN_BRANCH, PINZAS COLORES,2.173913,1.9,,,,,,,
842342110500,NOT_IN_BRANCH, POLVO ACRILICO COVER ALMOND 1OZ,11.26086957,10.38,,,,,,,
PLADSH329891,NOT_IN_BRANCH, ROSY MC MICHAEL X BEAUTY CREATIONS,25.652173,19.0,,,,,,,
8033210290079,NOT_IN_BRANCH, SPRAY CACAO & ARGAN ANTI FRIZZ SMOOTHING SPRAY 200ML,22.60869565,19.5,,,,,,,
PF022630/V01,NOT_IN_BRANCH, Shampoo - Alfaparf Semi Di Lino Anti-Orange 250ml,19.13043478,12.5,,,,,,,
7861168808166,NOT_IN_BRANCH, TOALLAS DESMAQUILLANTES CON ALOE VERA  25 TOALLAS ,1.08695652,0.9,,,,,,,
7861168808142,NOT_IN_BRANCH, TOALLAS DESMAQUILLANTES CON COALGENO 25 TOALLAS ,1.08695652,0.9,,,,,,,
7861168808159,NOT_IN_BRANCH, TOALLAS DESMAQUILLANTES PEPINO 25 TOALLAS ,1.08695652,0.9,,,,,,,
6969315200083,NOT_IN_BRANCH, VENTILADOR MANUAL ,1.3043,0.5,,,,,,,
ZARACC-459,NOT_IN_BRANCH, VINCHA MARIPOSA,1.73913043,1.35,,,,,,,
6900801681009,NOT_IN_BRANCH, VINCHA NIÑA PERRITO,0.43478261,0.3,,,,,,,
ZARACC-443,NOT_IN_BRANCH, VINCHAS GRANDES  PASTELES ,1.30434783,0.75,,,,,,,
8022297000428,NOT_IN_BRANCH,(Shade: 5- LIGHT NATURAL BROWN) ALFAPARF Evolution of the Colour -Cube 3D Hair Dye,6.0869565,5.25,,,,,,,
8022297188775,NOT_IN_BRANCH,.13 WARM BEIGE,17.391,10.57,,,,,,,
7702615159182,NOT_IN_BRANCH,1.8 Grafito Tinte Thyms,1.73913043,1.0,,,,,,,
moldeaor del gel,NOT_IN_BRANCH,1/2 moldeador de poly gel pladsh,6.09,4.0,,,,,,,
monomero  1/4,NOT_IN_BRANCH,1/4 litro monomero pladsh,13.04347826,10.0,,,,,,,
842342116496,NOT_IN_BRANCH,2 IN 1 SPATULA/CHISEL,7.39130435,5.464286,,,,,,,
811901015525,NOT_IN_BRANCH,2 in 1 Pusher (PS-720),6.52173913,5.15,,,,,,,
8022297065052,NOT_IN_BRANCH,222737 4.23 Oz Semi Di Lino Sublime Cristalli Spray for All Hair Types,22.60869565,12.5,,,,,,,
8022297012384,NOT_IN_BRANCH,237753 1.52 Oz Semi Di Lino Sublime Cristalli Di Seta - All Hair Types,30.43478261,21.0,,,,,,,
8022297072036,NOT_IN_BRANCH,252666 5.07 Oz Semi Di Lino Sublime Nourishment Multiplier,22.60869565,18.6,,,,,,,
717489362009,NOT_IN_BRANCH,3 EN 1 MILANI,17.39130435,17.3,,,,,,,
7896075707110,NOT_IN_BRANCH,3 in 1 Professional Manicure Kit | Manicure  Pedicure & Eyebrow Shaping by Merheje,4.34782609,3.53,,,,,,,
615908431490,NOT_IN_BRANCH,311193 3.38 Oz Bed Head Straighten Out Anti-Frizz Serum,23.91304348,18.5,,,,,,,
8022033007262,NOT_IN_BRANCH,4.1 LIFE COLOR PLUS PROFESSIONAL 100ML,6.08695652,4.71,,,,,,,
246810,NOT_IN_BRANCH,4D COQUETAS MODEL GEL DIFERENTE COOR,5.0,4.0,,,,,,,
8022033102058,NOT_IN_BRANCH,6.12 LIFE COLOR PLUS PROFESSIONAL 100ML,6.08695652,4.71,,,,,,,
8022099007519,NOT_IN_BRANCH,6.35 LIFE COLOR PLUS PROFESSIONAL 100ML,6.08695652,4.71,,,,,,,
0764451968707,NOT_IN_BRANCH,911 COLORS TRATAMIENTO MARTIZANTE,13.91304348,10.36,,,,,,,
7707178037922,NOT_IN_BRANCH,ABLANDADOR 60ML,1.73913,1.11,,,,,,,
7861076255861,NOT_IN_BRANCH,ABLANDADOR CANAS RENE CHARDON X 2 AMP.,2.6087,1.65571429,,,,,,,
7707178038172,NOT_IN_BRANCH,ABLANDADOR DE CALLOS,1.3043478,0.95,,,,,,,
7707178031227,NOT_IN_BRANCH,ABLANDADOR DE CALLOS 60ML,1.73913043,1.11,,,,,,,
7702615917256,NOT_IN_BRANCH,ABLANDADOR DE CANAS  THYMS,1.73913043,1.32,,,,,,,
7752999003212,NOT_IN_BRANCH,ABLANDADOR DE CANAS SACHET,0.8695652,0.5,,,,,,,
7707178031319,NOT_IN_BRANCH,ABLANDADOR DE CUTICULA 30ML,1.30434155,0.95,,,,,,,
11,NOT_IN_BRANCH,ABLANDADOR Y REMOVEDOR DE CUTICULA Y CALLOS 250 ML,3.47826087,1.5,,,,,,,
6926070211143,NOT_IN_BRANCH,ACCESORIO CABELLO MALLA,0.43478261,0.24625,,,,,,,
6926070211129,NOT_IN_BRANCH,ACCESORIO CABELLO MALLA,0.652174,0.24625,,,,,,,
0200500080,NOT_IN_BRANCH,ACCESORIOS DEL CABELLO,0.86956522,0.5,,,,,,,
PLADSH618322,NOT_IN_BRANCH,ACCESORIOS PARA CABELLO MULTICOLOR,1.30435,0.5,,,,,,,
PLADSH222352,NOT_IN_BRANCH,ACCESORIOS PARA UÑAS PLADSH,0.869565,0.25,,,,,,,
PLADSH4543324,NOT_IN_BRANCH,ACCESORIOS UÑAS VERANO MIX MITCHEL CEDEÑO,3.04347826,2.09,,,,,,,
7707305133497,NOT_IN_BRANCH,ACE-01 ACE-01 ACEITE PARA CUTICULA ALMENDRA 15ML 7707305133497 MARCA CHECO,1.73913043,1.36666667,,,,,,,
7707305133312,NOT_IN_BRANCH,ACE-04 ACE-04 ACEITE PARA CUTICULA COCO 15ML MARCA CHECO,1.73913043,1.36714286,,,,,,,
079567520306,NOT_IN_BRANCH,ACEITE 3 EN 1 30 ML PEQUEÑO,1.30434783,0.95,,,,,,,
079567590361,NOT_IN_BRANCH,ACEITE 3 EN 1 90 ML,2.17391304,1.83,,,,,,,
6928053454271,NOT_IN_BRANCH,ACEITE DE ARGAN,6.95652174,4.0,,,,,,,
7861087501445,NOT_IN_BRANCH,ACEITE DE ARGAN 140ML,17.39130435,13.85,,,,,,,
7861087501537,NOT_IN_BRANCH,ACEITE DE ARGAN 60ML,8.22,6.3,,,,,,,
7703143241264,NOT_IN_BRANCH,ACEITE DE ARGAN LEHIT,0.86956522,0.45,,,,,,,
7707223662932,NOT_IN_BRANCH,ACEITE DE CEBOLLA,4.34782609,3.2,,,,,,,
7703143264263,NOT_IN_BRANCH,ACEITE DE COCO,0.86956522,0.6,,,,,,,
7707223662895,NOT_IN_BRANCH,ACEITE DE COCO ,0.86956522,0.6,,,,,,,
7861168837081,NOT_IN_BRANCH,"ACEITE DE CUTICULA  LAVANDA 30 ML,THE FRUIT",1.73913043,1.82,,,,,,,
6901234586312,NOT_IN_BRANCH,ACEITE DE CUTICULA AMYBEAUTY,1.30434783,1.0,,,,,,,
587003,NOT_IN_BRANCH,ACEITE DE CUTICULA COQUETAS 15ML,2.17391304,1.41,,,,,,,
811901014871,NOT_IN_BRANCH,"ACEITE DE CUTICULA MIA SECRET 7,4 ML",4.8695,4.0,,,,,,,
7861171200063,NOT_IN_BRANCH,ACEITE DE CUTICULA MOLLIE,1.3043,0.91,,,,,,,
7707194531350,NOT_IN_BRANCH,ACEITE DISLUSOR 60ML ,3.4782608,2.58,,,,,,,
7703799108119,NOT_IN_BRANCH,ACEITE HUMECTANTE PARA CUTICULA ,3.04347826,2.27,,,,,,,
7862118731770,NOT_IN_BRANCH,ACEITE NUTRICION RANH,8.69565217,7.98,,,,,,,
7862118731749,NOT_IN_BRANCH,ACEITE RECONSTRUCCION RANH,8.69565217,7.88,,,,,,,
6975481230854,NOT_IN_BRANCH,ACELERADOR SUPER BOOSTER,11.08695652,8.5,,,,,,,
0002041,NOT_IN_BRANCH,ACESORIO PIEDRA DE CRISTAL X2pc,1.73913044,1.25,,,,,,,
00020012,NOT_IN_BRANCH,ACETONA DE 30ML ,0.6521739,0.3,,,,,,,
6915135422013,NOT_IN_BRANCH,ACETONA SHAPIR 120ML,2.17391304,1.71,,,,,,,
736372122155,NOT_IN_BRANCH,ACFRILICO MASTER NAILS COVER ROSE 1 OZ,7.73913043,5.96,,,,,,,
736372726193,NOT_IN_BRANCH,ACFRILICO MASTER NAILS NUDE 1/4 OZ,3.47826087,2.4,,,,,,,
6901234586329,NOT_IN_BRANCH,ACITE DE CUTICULA USHAS,1.30434783,0.6,,,,,,,
770211003345,NOT_IN_BRANCH,ACONDICIONADOR 1000ML KERATIN,11.73913,9.25,,,,,,,
7862101537907,NOT_IN_BRANCH,ACONDICIONADOR 1LITRO MANZANILLA,2.173913,1.7,,,,,,,
7798180960261,NOT_IN_BRANCH,ACONDICIONADOR ALTA MODA ALFAPARF,4.34782609,3.5,,,,,,,
7862118738830,NOT_IN_BRANCH,ACONDICIONADOR ANTI EDAD 250ML,6.95652174,5.3,,,,,,,
7702113035629,NOT_IN_BRANCH,ACONDICIONADOR ANTICASPA RECAMIER,4.34782609,3.06,,,,,,,
7798180960278,NOT_IN_BRANCH,ACONDICIONADOR ARGAN THERAPY,4.34782609,3.5,,,,,,,
7898009430088,NOT_IN_BRANCH,ACONDICIONADOR CACHOS SALON LINE,9.56521739,8.4,,,,,,,
7862118738267,NOT_IN_BRANCH,ACONDICIONADOR CHOCOLIFE ,10.87,11.0,,,,,,,
7756719017800,NOT_IN_BRANCH,ACONDICIONADOR COCONUT,6.08695652,4.83,,,,,,,
7798180960711,NOT_IN_BRANCH,ACONDICIONADOR COLOR PROTECTION ALTA MODA ,17.391304,16.25,,,,,,,
7702113023213,NOT_IN_BRANCH,ACONDICIONADOR CONTROL CAIDA,4.34782609,3.06,,,,,,,
7756719023832,NOT_IN_BRANCH,ACONDICIONADOR CURLY MONOI 1000ML,10.86956522,8.0,,,,,,,
7756719015226,NOT_IN_BRANCH,ACONDICIONADOR CURLY MONOI PLACENTA LIFE 350 ML,5.2173913,4.0,,,,,,,
7862101537921,NOT_IN_BRANCH,ACONDICIONADOR DE SABILA 1LITRO,2.173913,1.7,,,,,,,
7861171202951,NOT_IN_BRANCH,ACONDICIONADOR GUSANO DE SEDA,8.69565212,4.7,,,,,,,
7702113003345,NOT_IN_BRANCH,ACONDICIONADOR HAIR KERATIN SALONIN,11.73913043,11.0,,,,,,,
7897984718044,NOT_IN_BRANCH,ACONDICIONADOR HIDRATACION EXTREMA,4.34782609,2.85,,,,,,,
7756719004428,NOT_IN_BRANCH,ACONDICIONADOR HYDRA MACADAMIA 100ML,10.86956522,8.0,,,,,,,
7862101533688,NOT_IN_BRANCH,ACONDICIONADOR ISABELLA 1 LITRO ARGAN,2.173913,1.7,,,,,,,
7756719015271,NOT_IN_BRANCH,ACONDICIONADOR KERATIMAX POST LISO 250 ML,4.34782609,3.0,,,,,,,
7861171200094,NOT_IN_BRANCH,ACONDICIONADOR KERATINA MOLLIE 1000 ML,8.69565217,8.45,,,,,,,
7861171200384,NOT_IN_BRANCH,ACONDICIONADOR KERATINA MOLLIE 500 ML,5.43478261,4.45,,,,,,,
7861076257384,NOT_IN_BRANCH,ACONDICIONADOR KERATINA RENE CHAEDON,5.2173913,2.5,,,,,,,
7862101532100,NOT_IN_BRANCH,ACONDICIONADOR KIWI  1 LITRO,2.173913,1.7,,,,,,,
7702113042443,NOT_IN_BRANCH,ACONDICIONADOR LISO BRASILERO RECAMIER,4.34782609,3.06,,,,,,,
7897984718020,NOT_IN_BRANCH,ACONDICIONADOR LISO INTENSO,4.34782609,2.85,,,,,,,
7861076257339,NOT_IN_BRANCH,ACONDICIONADOR MACADAMIA DE RENE CHARDON ,5.2173913,3.045,,,,,,,
7897984718013,NOT_IN_BRANCH,ACONDICIONADOR NUTRICION COCO 900 ML,4.34782609,2.85,,,,,,,
7897984718310,NOT_IN_BRANCH,ACONDICIONADOR ONDAS Y RIZOS 900 ML,4.34782609,2.85,,,,,,,
7861171202593,NOT_IN_BRANCH,ACONDICIONADOR POST COLOR 500ML,5.43478261,4.45,,,,,,,
7861171202609,NOT_IN_BRANCH,ACONDICIONADOR POSTCOLOR 100ML,8.69565217,8.45,,,,,,,
7702113023169,NOT_IN_BRANCH,ACONDICIONADOR PROTECCION COLOR,4.34782609,3.06,,,,,,,
7702113023145,NOT_IN_BRANCH,ACONDICIONADOR RESTAURACION 6 EN 1,4.34782609,3.06,,,,,,,
7702113042481,NOT_IN_BRANCH,ACONDICIONADOR RIZOS PERFECTOS RECAMIER,4.34782609,3.06,,,,,,,
7861171202302,NOT_IN_BRANCH,ACONDICIONADOR SEMILLAS DE ALGODON 1000ML,8.69565217,8.45,,,,,,,
7861171202296,NOT_IN_BRANCH,ACONDICIONADOR SEMILLAS DE ALGODON 500ML,5.43478261,4.45,,,,,,,
7446326634841,NOT_IN_BRANCH,ACONDICIONADOR SHINE,6.9565217,5.71,,,,,,,
7756719023870,NOT_IN_BRANCH,ACONDICIONADOR VITAL 100ML,10.86956522,8.0,,,,,,,
7756719011785,NOT_IN_BRANCH,ACONDICIONADOR VITAL PLACENTA LIFE 350 ML,5.2173913,4.0,,,,,,,
SPP016,NOT_IN_BRANCH,ACRILICAS ESCULTURALES ,21.73913043,13.5,,,,,,,
8832169472464,NOT_IN_BRANCH,ACRILICO ADDICT,4.130435,3.75,,,,,,,
8800089014231,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 1OZ,6.08695652,5.28,,,,,,,
8786742460648,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 2OZ,10.86956522,9.9,,,,,,,
8872001310295,NOT_IN_BRANCH,ACRILICO ADDICT ALMOND 4OZ,17.82608696,16.0,,,,,,,
1437218676113,NOT_IN_BRANCH,ACRILICO ADDICT BABY ROSE,17.82608696,16.0,,,,,,,
8752107789815,NOT_IN_BRANCH,ACRILICO ADDICT BABY ROSE 1/2 OZ,4.13043478,3.75,,,,,,,
8803478960300,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR  2OZ,10.86956522,9.9,,,,,,,
8716520199613,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 1/2 OZ,4.13043478,3.75,,,,,,,
8804469958917,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 1OZ,6.08695652,5.28,,,,,,,
8859008259024,NOT_IN_BRANCH,ACRILICO ADDICT CLEAR 4OZ,17.82608696,16.0,,,,,,,
8858787443167,NOT_IN_BRANCH,ACRILICO ADDICT COVER PINK 4OZ,17.82608696,16.0,,,,,,,
8764225749619,NOT_IN_BRANCH,ACRILICO ADDICT LIFHT PINK 2OZ,10.86956522,9.0,,,,,,,
8762335073976,NOT_IN_BRANCH,ACRILICO ADDICT LIGTH PINK 1/2 OZ,4.13043478,3.75,,,,,,,
8764175000167,NOT_IN_BRANCH,ACRILICO ADDICT LIGTH PINK 1OZ,6.08695652,5.28,,,,,,,
8871851464752,NOT_IN_BRANCH,ACRILICO ADDICT LIGTH PINK 4 OZ,17.82608696,16.0,,,,,,,
8741819161651,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 1OZ,6.08695652,5.28,,,,,,,
8746470520267,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 2OZ,10.86956522,9.0,,,,,,,
8872903752193,NOT_IN_BRANCH,ACRILICO ADDICT NATURAL 4 OZ,17.82608696,16.0,,,,,,,
8795999449153,NOT_IN_BRANCH,ACRILICO ADDICT NUDE BLUSH,6.08695652,5.28,,,,,,,
8792768479540,NOT_IN_BRANCH,ACRILICO ADDICT NUDE BLUSH 1/2 OZ,4.13043478,3.75,,,,,,,
8787175788156,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 1/2 OZ,4.13043478,3.75,,,,,,,
8787281346561,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 1OZ,6.08695652,5.28,,,,,,,
8787397973880,NOT_IN_BRANCH,ACRILICO ADDICT PEACH 2OZ,10.86956522,9.0,,,,,,,
8757938687477,NOT_IN_BRANCH,ACRILICO ADDICT PINK 1OZ,6.08695652,5.28,,,,,,,
8758537566439,NOT_IN_BRANCH,ACRILICO ADDICT PINK 2OZ,10.86956522,9.9,,,,,,,
8866322781902,NOT_IN_BRANCH,ACRILICO ADDICT PINK 4 OZ,17.82608696,16.0,,,,,,,
8776522001543,NOT_IN_BRANCH,ACRILICO BABY ROSE 1OZ,6.08695652,5.28,,,,,,,
357781,NOT_IN_BRANCH,ACRILICO BABY WHITE COQUETAS,3.47826087,6.66,,,,,,,
466644,NOT_IN_BRANCH,ACRILICO BORGOÑA COQUETAS,3.47826087,2.66,,,,,,,
466684,NOT_IN_BRANCH,ACRILICO CARIBEAN COQUETAS,3.47826087,2.66,,,,,,,
466654,NOT_IN_BRANCH,ACRILICO CELESTIAL COQUETAS,3.47826087,2.66,,,,,,,
842342112092,NOT_IN_BRANCH,ACRILICO CLEAR  STAR 2OZ,17.26086957,15.91,,,,,,,
3182117305,NOT_IN_BRANCH,ACRILICO CLEAR COQUETAS 0.5OZ,3.47826087,2.67,,,,,,,
0401316,NOT_IN_BRANCH,ACRILICO COLORS PASTEL ICEBERG,3.04347826,2.25,,,,,,,
0401317,NOT_IN_BRANCH,ACRILICO COLORS PASTEL LEMON,3.04347826,2.25,,,,,,,
842342110661,NOT_IN_BRANCH,ACRILICO COOL PINK 4OZ,27.217391,25.04,,,,,,,
842342110678,NOT_IN_BRANCH,ACRILICO COOL PINK 8OZ,45.913043,42.25,,,,,,,
031821117705,NOT_IN_BRANCH,ACRILICO COQUETA PINK 0.5oz ,1.0,0.0,,,,,,,
466662,NOT_IN_BRANCH,ACRILICO COQUETAS COFFE,3.47826087,2.66,,,,,,,
466646,NOT_IN_BRANCH,ACRILICO COQUETAS MIEL 0.5 OZ,3.47826087,2.66,,,,,,,
466649,NOT_IN_BRANCH,ACRILICO COQUETAS OSCURIDAD,3.47826087,2.66,,,,,,,
33876871,NOT_IN_BRANCH,ACRILICO COQUETAS WHITE 1LB,65.217391,59.0,,,,,,,
7861168701317,NOT_IN_BRANCH,ACRILICO COVER BEIGE 01 OZ,7.7826,6.0,,,,,,,
8724205553537,NOT_IN_BRANCH,ACRILICO COVER BEIGE 1 OZ,6.08695652,5.28,,,,,,,
8776250479966,NOT_IN_BRANCH,ACRILICO COVER BEIGE ADDICT 1/2 OZ,4.13043478,3.75,,,,,,,
0005000215,NOT_IN_BRANCH,ACRILICO COVER NATURAL MIA,26.08695652,20.0,,,,,,,
0005000516,NOT_IN_BRANCH,ACRILICO COVER NATURAL MIA 1 OZ,8.69565217,6.0,,,,,,,
318305,NOT_IN_BRANCH,ACRILICO COVER NUDE 0.5 OZ,3.47826087,2.67,,,,,,,
318505,NOT_IN_BRANCH,ACRILICO COVER OPAQUE 0.5 OZ,3.47826087,2.67,,,,,,,
345156,NOT_IN_BRANCH,ACRILICO COVER OPAQUE 2 OZ,10.0,7.95,,,,,,,
345162,NOT_IN_BRANCH,ACRILICO COVER OPAQUE COQUETAS,5.65217391,2.66,,,,,,,
7861168874314,NOT_IN_BRANCH,ACRILICO COVER PINK 4 OZ,19.91304348,14.65,,,,,,,
7861168874413,NOT_IN_BRANCH,ACRILICO COVER ROSE SHINE 1 OZ,7.73913043,5.73,,,,,,,
466663,NOT_IN_BRANCH,ACRILICO COVER SKIN COQUETAS,3.47826087,2.66,,,,,,,
466665,NOT_IN_BRANCH,ACRILICO GLITER GOLD COQUETAS,3.47826087,2.66,,,,,,,
466661,NOT_IN_BRANCH,ACRILICO GLITTER BLASTIC COQUETAS,3.47826087,2.66,,,,,,,
0401323,NOT_IN_BRANCH,ACRILICO INDIGO COQUETAS 0.25 OZ,2.60868957,1.98,,,,,,,
466645,NOT_IN_BRANCH,ACRILICO JAM COQUETAS,3.47826087,2.66,,,,,,,
0401325,NOT_IN_BRANCH,ACRILICO LIME GREEN COQUETAS 1 OZ,3.04347826,2.25,,,,,,,
466643,NOT_IN_BRANCH,ACRILICO LIRIO COQUETAS,3.47826087,2.66,,,,,,,
736372726520,NOT_IN_BRANCH,ACRILICO MASTER NAIL GLITTER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726490,NOT_IN_BRANCH,ACRILICO MASTER NAILS  PINK GOLD 1/4 OZ,3.47826087,2.4,,,,,,,
736372726438,NOT_IN_BRANCH,ACRILICO MASTER NAILS  SPECIAL DAY 1/4 OZ,3.47826087,2.4,,,,,,,
736372726674,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726261,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726681,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726421,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726599,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726377,NOT_IN_BRANCH,ACRILICO MASTER NAILS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726247,NOT_IN_BRANCH,ACRILICO MASTER NAILS AMARILLO PAASTEL 1/4 OZ,3.47826087,2.4,,,,,,,
736372726254,NOT_IN_BRANCH,ACRILICO MASTER NAILS AZUL PASTEL,3.47826087,2.4,,,,,,,
736372726353,NOT_IN_BRANCH,ACRILICO MASTER NAILS BALLET,3.47826087,2.4,,,,,,,
736372726698,NOT_IN_BRANCH,ACRILICO MASTER NAILS BEACH PLEASE,3.47826087,2.4,,,,,,,
736372726384,NOT_IN_BRANCH,ACRILICO MASTER NAILS BEIGE,3.47826087,2.4,,,,,,,
736372726643,NOT_IN_BRANCH,ACRILICO MASTER NAILS BLING DIVA,3.47826087,2.4,,,,,,,
736372726346,NOT_IN_BRANCH,ACRILICO MASTER NAILS CAFE CON LECHE 1/4 OZ,3.47826087,2.4,,,,,,,
736372726070,NOT_IN_BRANCH,ACRILICO MASTER NAILS CIELO 1/4 OZ,3.47826087,2.4,,,,,,,
736372726582,NOT_IN_BRANCH,ACRILICO MASTER NAILS COOPER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726575,NOT_IN_BRANCH,ACRILICO MASTER NAILS COTTON 1/4 OZ,3.47826087,2.4,,,,,,,
736372125347,NOT_IN_BRANCH,ACRILICO MASTER NAILS COVER ALMOND 1 OZ,7.73913043,5.69,,,,,,,
736372726636,NOT_IN_BRANCH,ACRILICO MASTER NAILS DREAMS 1/4 OZ,3.47826087,2.4,,,,,,,
736372726414,NOT_IN_BRANCH,ACRILICO MASTER NAILS FROZEN MOON,3.47826087,2.4,,,,,,,
736372726124,NOT_IN_BRANCH,ACRILICO MASTER NAILS GRIS OXFAD 1/4 OZ,3.47826087,2.4,,,,,,,
736372726605,NOT_IN_BRANCH,ACRILICO MASTER NAILS LAVANDER 1/4 OZ,3.47826087,2.4,,,,,,,
736372726230,NOT_IN_BRANCH,ACRILICO MASTER NAILS NARANJA PASTEL,3.47826087,2.4,,,,,,,
